narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,split,noun_class_key,verb_class_key
P02_12_158,P02,P02_12,00:09:20.700,00:09:19.05,00:09:22.90,33543,33774,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_159,P02,P02_12,00:09:24.080,00:09:23.82,00:09:24.62,33829,33877,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_16,P02,P02_12,00:00:43.750,00:00:42.78,00:00:43.82,2566,2629,open tahini,open,3,tahini,47,['tahini'],[47],validation,sauce,open
P02_12_160,P02,P02_12,00:09:27.330,00:09:24.72,00:09:28.33,33883,34099,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_161,P02,P02_12,00:09:42.830,00:09:42.21,00:09:43.38,34932,35002,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_162,P02,P02_12,00:09:44.150,00:09:43.61,00:09:44.33,35016,35059,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_163,P02,P02_12,00:09:45.150,00:09:44.43,00:09:51.13,35065,35467,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_164,P02,P02_12,00:09:51.580,00:09:51.23,00:09:52.49,35473,35549,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_165,P02,P02_12,00:09:53.970,00:09:53.14,00:09:53.87,35588,35632,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_166,P02,P02_12,00:09:54.970,00:09:53.97,00:09:54.72,35638,35683,spread oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]",validation,oil,apply
P02_12_167,P02,P02_12,00:09:57.830,00:09:54.82,00:09:59.07,35689,35944,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_168,P02,P02_12,00:10:00.690,00:09:59.17,00:10:00.92,35950,36055,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_169,P02,P02_12,00:10:01.690,00:10:00.77,00:10:01.36,36046,36081,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_17,P02,P02_12,00:00:44.949,00:00:44.14,00:00:45.05,2648,2703,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],validation,spoon,take
P02_12_170,P02,P02_12,00:10:02.690,00:10:00.95,00:10:11.83,36057,36709,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_171,P02,P02_12,00:10:05.820,00:10:01.38,00:10:07.37,36082,36442,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_172,P02,P02_12,00:10:04.820,00:10:06.73,00:10:12.41,36403,36744,roll,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_173,P02,P02_12,00:10:06.820,00:10:11.76,00:10:14.24,36705,36854,pick up oil bottle,pick-up,0,bottle:oil,15,['bottle:oil'],[15],validation,bottle,take
P02_12_174,P02,P02_12,00:10:15.390,00:10:14.19,00:10:16.71,36851,37002,pour oil bottle into plate,pour-into,9,bottle:oil,15,"['bottle:oil', 'plate']","[15, 2]",validation,bottle,pour
P02_12_175,P02,P02_12,00:10:18.140,00:10:16.88,00:10:18.65,37012,37119,put bottle of oil,put-of,1,bottle:oil,15,['bottle:oil'],[15],validation,bottle,put
P02_12_176,P02,P02_12,00:10:20.030,00:10:18.75,00:10:19.65,37125,37179,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_177,P02,P02_12,00:10:21.030,00:10:19.52,00:10:20.49,37171,37229,spread oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]",validation,oil,apply
P02_12_178,P02,P02_12,00:10:24.140,00:10:20.44,00:10:27.45,37226,37647,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_179,P02,P02_12,00:10:28.780,00:10:27.55,00:10:29.64,37653,37778,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_18,P02,P02_12,00:00:47.199,00:00:45.02,00:00:52.09,2701,3125,mix tahini,mix,10,tahini,47,['tahini'],[47],validation,sauce,mix
P02_12_180,P02,P02_12,00:10:36.910,00:10:36.53,00:10:37.70,38191,38262,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_181,P02,P02_12,00:10:39.070,00:10:37.83,00:10:39.56,38269,38373,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_182,P02,P02_12,00:10:40.070,00:10:38.00,00:10:39.34,38280,38360,spread oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]",validation,oil,apply
P02_12_183,P02,P02_12,00:10:41.770,00:10:39.53,00:10:42.78,38371,38566,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_184,P02,P02_12,00:10:44.250,00:10:42.56,00:10:54.86,38553,39291,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_185,P02,P02_12,00:10:55.640,00:10:54.50,00:10:59.36,39270,39561,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_186,P02,P02_12,00:10:59.630,00:10:59.46,00:11:00.38,39567,39622,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_187,P02,P02_12,00:11:02.230,00:11:01.44,00:11:04.23,39686,39853,get some meat from pan,get,0,meat,28,"['meat', 'pan']","[28, 5]",validation,meat,take
P02_12_188,P02,P02_12,00:11:05.110,00:11:04.41,00:11:10.97,39864,40258,put meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_189,P02,P02_12,00:11:11.690,00:11:11.26,00:11:12.92,40275,40375,get some meat,get,0,meat,28,['meat'],[28],validation,meat,take
P02_12_19,P02,P02_12,00:00:52.940,00:00:47.38,00:00:54.79,2842,3287,stirring tahini,stir,10,tahini,47,['tahini'],[47],validation,sauce,mix
P02_12_190,P02,P02_12,00:11:19.120,00:11:11.45,00:11:13.23,40287,40393,get some meat,get,0,meat,28,['meat'],[28],validation,meat,take
P02_12_191,P02,P02_12,00:11:14.210,00:11:13.15,00:11:16.29,40389,40577,put meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_192,P02,P02_12,00:11:20.120,00:11:13.40,00:11:17.24,40404,40634,put meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_193,P02,P02_12,00:11:16.290,00:11:15.73,00:11:17.29,40543,40637,squeeze,squeeze,18,dough,25,['dough'],[25],validation,dough,squeeze
P02_12_194,P02,P02_12,00:11:25.610,00:11:17.50,00:11:18.95,40650,40737,get some meat,get,0,meat,28,['meat'],[28],validation,meat,take
P02_12_195,P02,P02_12,00:11:26.610,00:11:19.23,00:11:24.69,40753,41081,put meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_196,P02,P02_12,00:11:32.130,00:11:24.85,00:11:25.91,41091,41154,get meat,get,0,meat,28,['meat'],[28],validation,meat,take
P02_12_197,P02,P02_12,00:11:33.130,00:11:26.89,00:11:27.94,41213,41276,put meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_198,P02,P02_12,00:11:37.780,00:11:29.96,00:11:32.32,41397,41539,get meat mix,get,0,mix:meat,28,['mix:meat'],[28],validation,meat,take
P02_12_199,P02,P02_12,00:11:40.020,00:11:32.57,00:11:37.64,41554,41858,put meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_2,P02,P02_12,00:00:06.460,00:00:05.55,00:00:06.55,333,393,open cupboard,open,3,cupboard,3,['cupboard'],[3],validation,cupboard,open
P02_12_20,P02,P02_12,00:00:55.809,00:00:54.99,00:00:57.47,3299,3448,scoop tahini,scoop,16,tahini,47,['tahini'],[47],validation,sauce,scoop
P02_12_200,P02,P02_12,00:11:43.820,00:11:37.84,00:11:38.86,41870,41931,get meat mix,get,0,mix:meat,28,['mix:meat'],[28],validation,meat,take
P02_12_201,P02,P02_12,00:11:45.240,00:11:39.98,00:11:42.85,41998,42171,put meat on ball of dough,put-on,1,meat,28,"['meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_202,P02,P02_12,00:12:01.230,00:11:59.36,00:12:02.75,43161,43365,get meat mix,get,0,mix:meat,28,['mix:meat'],[28],validation,meat,take
P02_12_203,P02,P02_12,00:12:03.730,00:12:02.85,00:12:08.03,43371,43681,put mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]",validation,mixture,put
P02_12_204,P02,P02_12,00:12:08.790,00:12:08.14,00:12:09.55,43688,43773,get meat mix,get,0,mix:meat,28,['mix:meat'],[28],validation,meat,take
P02_12_205,P02,P02_12,00:12:10.420,00:12:09.88,00:12:12.47,43792,43948,put mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]",validation,mixture,put
P02_12_206,P02,P02_12,00:12:16.320,00:12:12.63,00:12:16.45,43957,44187,get meat mix,get,0,mix:meat,28,['mix:meat'],[28],validation,meat,take
P02_12_207,P02,P02_12,00:12:17.510,00:12:16.79,00:12:23.57,44207,44614,put mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]",validation,mixture,put
P02_12_208,P02,P02_12,00:12:23.850,00:12:23.81,00:12:24.88,44628,44692,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_209,P02,P02_12,00:12:25.630,00:12:24.88,00:12:27.05,44692,44823,put mix on ball of dough,put-on,1,mix,71,"['mix', 'ball:dough']","[71, 25]",validation,mixture,put
P02_12_21,P02,P02_12,00:01:00.760,00:00:56.40,00:00:57.50,3384,3450,scoop tahini,scoop,16,tahini,47,['tahini'],[47],validation,sauce,scoop
P02_12_210,P02,P02_12,00:12:27.740,00:12:27.05,00:12:29.00,44823,44940,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_211,P02,P02_12,00:12:36.030,00:12:27.11,00:12:29.24,44826,44954,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_212,P02,P02_12,00:12:37.540,00:12:29.23,00:12:35.25,44953,45315,put meat mix on ball of dough,put-on,1,mix:meat,28,"['mix:meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_213,P02,P02_12,00:12:29.570,00:12:29.26,00:12:35.22,44955,45313,put mix meat on ball of dough,put-on,1,meat:mix,28,"['meat:mix', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_214,P02,P02_12,00:12:40.930,00:12:35.41,00:12:36.74,45324,45404,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_215,P02,P02_12,00:12:42.830,00:12:41.78,00:12:47.32,45706,46039,put meat mix on ball of dough,put-on,1,mix:meat,28,"['mix:meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_216,P02,P02_12,00:12:48.290,00:12:47.07,00:12:48.58,46024,46114,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_217,P02,P02_12,00:12:49.690,00:12:48.44,00:12:51.95,46106,46317,put meat mix on ball of dough,put-on,1,mix:meat,28,"['mix:meat', 'ball:dough']","[28, 25]",validation,meat,put
P02_12_218,P02,P02_12,00:12:55.130,00:12:53.82,00:12:58.34,46429,46700,pick up tray,pick-up,0,tray,35,['tray'],[35],validation,tray,take
P02_12_219,P02,P02_12,00:12:58.670,00:12:58.84,00:13:01.23,46730,46873,put tray on stove,put-on,1,tray,35,"['tray', 'stove']","[35, 24]",validation,tray,put
P02_12_22,P02,P02_12,00:01:01.760,00:00:57.56,00:01:05.19,3453,3911,pour tahini on meat,pour-on,9,tahini,47,"['tahini', 'meat']","[47, 28]",validation,sauce,pour
P02_12_220,P02,P02_12,00:13:04.660,00:13:04.00,00:13:05.62,47040,47137,pick up tray,pick-up,0,tray,35,['tray'],[35],validation,tray,take
P02_12_221,P02,P02_12,00:13:06.440,00:13:06.01,00:13:07.11,47160,47226,put tray,put,1,tray,35,['tray'],[35],validation,tray,put
P02_12_222,P02,P02_12,00:13:08.170,00:13:07.01,00:13:07.67,47220,47260,pick up plate,pick-up,0,plate,2,['plate'],[2],validation,plate,take
P02_12_223,P02,P02_12,00:13:09.170,00:13:07.77,00:13:09.76,47266,47385,pour oil from plate to tray,pour-from,9,oil,31,"['oil', 'plate']","[31, 2]",validation,oil,pour
P02_12_224,P02,P02_12,00:13:11.830,00:13:10.26,00:13:17.46,47415,47847,spread oil in tray,spread-in,27,oil,31,"['oil', 'tray']","[31, 35]",validation,oil,apply
P02_12_225,P02,P02_12,00:13:18.500,00:13:17.94,00:13:18.53,47876,47911,pick up plate,pick-up,0,plate,2,['plate'],[2],validation,plate,take
P02_12_226,P02,P02_12,00:13:19.500,00:13:18.28,00:13:21.16,47896,48069,pour oil in tray,pour-in,9,oil,31,"['oil', 'tray']","[31, 35]",validation,oil,pour
P02_12_227,P02,P02_12,00:13:21.490,00:13:21.26,00:13:24.53,48075,48271,spread oil in tray,spread-in,27,oil,31,"['oil', 'tray']","[31, 35]",validation,oil,apply
P02_12_228,P02,P02_12,00:13:25.830,00:13:24.63,00:13:27.67,48277,48460,get bowl of dough from bowl,get-from,0,bowl:dough,7,"['bowl:dough', 'bowl']","[7, 7]",validation,bowl,take
P02_12_229,P02,P02_12,00:13:29.790,00:13:27.76,00:13:39.34,48465,49160,knead dough,knead,51,dough,25,['dough'],[25],validation,dough,knead
P02_12_23,P02,P02_12,00:00:58.109,00:00:57.60,00:00:59.45,3456,3567,put tahini on meat,put-on,1,tahini,47,"['tahini', 'meat']","[47, 28]",validation,sauce,put
P02_12_230,P02,P02_12,00:13:30.820,00:13:41.17,00:13:46.22,49270,49573,roll bowl of dough,roll,47,bowl:dough,7,['bowl:dough'],[7],validation,bowl,roll
P02_12_231,P02,P02_12,00:13:46.610,00:13:46.10,00:13:47.90,49566,49674,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_232,P02,P02_12,00:13:51.640,00:13:49.69,00:14:00.07,49781,50404,turn oven on,turn-on,6,oven,46,['oven'],[46],validation,oven,turn-on
P02_12_233,P02,P02_12,00:14:04.190,00:14:02.69,00:14:06.46,50561,50787,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_234,P02,P02_12,00:14:06.730,00:14:06.06,00:14:19.48,50763,51568,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_235,P02,P02_12,00:14:22.640,00:14:19.36,00:14:22.79,51561,51767,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_236,P02,P02_12,00:14:23.680,00:14:22.36,00:14:23.21,51741,51792,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_237,P02,P02_12,00:14:25.530,00:14:23.44,00:14:26.43,51806,51985,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_238,P02,P02_12,00:14:26.930,00:14:26.53,00:14:27.36,51991,52041,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_239,P02,P02_12,00:14:30.100,00:14:27.31,00:14:40.91,52038,52854,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_24,P02,P02_12,00:01:07.520,00:01:06.89,00:01:08.49,4013,4109,close tahini,close,4,tahini,47,['tahini'],[47],validation,sauce,close
P02_12_240,P02,P02_12,00:14:41.690,00:14:41.19,00:14:46.60,52871,53196,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_241,P02,P02_12,00:14:46.940,00:14:46.44,00:14:47.71,53186,53262,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_242,P02,P02_12,00:14:48.720,00:14:48.05,00:14:48.60,53283,53316,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_243,P02,P02_12,00:14:49.720,00:14:48.17,00:14:48.95,53290,53337,spread oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]",validation,oil,apply
P02_12_244,P02,P02_12,00:14:50.930,00:14:48.77,00:14:52.02,53326,53521,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_245,P02,P02_12,00:14:52.310,00:14:51.38,00:15:02.35,53482,54141,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_246,P02,P02_12,00:14:53.720,00:15:01.45,00:15:07.51,54087,54450,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_247,P02,P02_12,00:15:08.670,00:15:07.11,00:15:08.32,54426,54499,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_248,P02,P02_12,00:15:09.680,00:15:08.17,00:15:09.20,54490,54552,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_249,P02,P02_12,00:15:10.680,00:15:08.80,00:15:09.53,54528,54571,spread oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]",validation,oil,apply
P02_12_25,P02,P02_12,00:01:08.570,00:01:08.59,00:01:09.70,4115,4182,put tahini away,put,1,tahini,47,['tahini'],[47],validation,sauce,put
P02_12_250,P02,P02_12,00:15:11.680,00:15:09.13,00:15:13.71,54547,54822,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_251,P02,P02_12,00:15:13.590,00:15:12.56,00:15:31.10,54753,55866,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_252,P02,P02_12,00:15:31.090,00:15:30.29,00:15:31.14,55817,55868,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_253,P02,P02_12,00:15:33.000,00:15:31.92,00:15:40.46,55915,56427,roll all ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_254,P02,P02_12,00:15:40.920,00:15:40.47,00:15:41.18,56428,56470,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_255,P02,P02_12,00:15:42.030,00:15:41.14,00:15:41.86,56468,56511,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_256,P02,P02_12,00:15:43.030,00:15:42.08,00:15:42.76,56524,56565,spread oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]",validation,oil,apply
P02_12_257,P02,P02_12,00:15:44.290,00:15:42.86,00:15:46.13,56571,56767,get ball of dough,get,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_258,P02,P02_12,00:15:48.030,00:15:47.28,00:15:48.00,56836,56880,get some oil,get,0,oil,31,['oil'],[31],validation,oil,take
P02_12_259,P02,P02_12,00:15:49.030,00:15:48.10,00:15:48.74,56886,56924,spread oil on hand,spread-on,27,oil,31,"['oil', 'hand']","[31, 11]",validation,oil,apply
P02_12_26,P02,P02_12,00:01:11.950,00:01:09.98,00:01:13.71,4198,4422,open yoghurt,open,3,yoghurt,98,['yoghurt'],[98],validation,yoghurt,open
P02_12_260,P02,P02_12,00:15:51.190,00:15:48.52,00:16:00.30,56911,57618,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_261,P02,P02_12,00:16:00.690,00:15:59.31,00:16:07.86,57558,58071,roll,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_262,P02,P02_12,00:16:08.360,00:16:07.67,00:16:08.95,58060,58137,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_263,P02,P02_12,00:16:10.260,00:16:09.05,00:16:10.23,58143,58213,get meat mix,get,0,mix:meat,28,['mix:meat'],[28],validation,meat,take
P02_12_264,P02,P02_12,00:16:11.380,00:16:10.31,00:16:12.80,58218,58368,put meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]",validation,meat,put
P02_12_265,P02,P02_12,00:16:13.420,00:16:12.80,00:16:14.16,58368,58449,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_266,P02,P02_12,00:16:15.110,00:16:14.20,00:16:17.34,58452,58640,put meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]",validation,meat,put
P02_12_267,P02,P02_12,00:16:17.630,00:16:17.38,00:16:18.99,58642,58739,get mix meat from pan,get,0,meat:mix,28,"['meat:mix', 'pan']","[28, 5]",validation,meat,take
P02_12_268,P02,P02_12,00:16:19.680,00:16:19.09,00:16:23.34,58745,59000,put mix meat on dough,put-on,1,meat:mix,28,"['meat:mix', 'dough']","[28, 25]",validation,meat,put
P02_12_269,P02,P02_12,00:16:29.560,00:16:20.29,00:16:31.65,58817,59499,put meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]",validation,meat,put
P02_12_27,P02,P02_12,00:01:12.950,00:01:13.80,00:01:14.60,4428,4476,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],validation,spoon,take
P02_12_270,P02,P02_12,00:16:24.070,00:16:23.44,00:16:24.76,59006,59085,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_271,P02,P02_12,00:16:25.640,00:16:25.15,00:16:27.12,59109,59227,put meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]",validation,meat,put
P02_12_272,P02,P02_12,00:16:28.000,00:16:27.21,00:16:29.33,59232,59359,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_273,P02,P02_12,00:16:32.130,00:16:32.04,00:16:34.39,59522,59663,get meat mix from pan from spoon,get-from,0,mix:meat,28,"['mix:meat', 'pan', 'spoon']","[28, 5, 1]",validation,meat,take
P02_12_274,P02,P02_12,00:16:34.730,00:16:34.74,00:16:36.04,59684,59762,put meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]",validation,meat,put
P02_12_275,P02,P02_12,00:16:38.590,00:16:36.14,00:16:42.99,59768,60179,get meat mix from pan,get,0,mix:meat,28,"['mix:meat', 'pan']","[28, 5]",validation,meat,take
P02_12_276,P02,P02_12,00:16:43.300,00:16:43.03,00:16:46.20,60181,60372,put meat mix on dough,put-on,1,mix:meat,28,"['mix:meat', 'dough']","[28, 25]",validation,meat,put
P02_12_277,P02,P02_12,00:16:57.340,00:16:56.50,00:16:57.78,60990,61066,open cupboard,open,3,cupboard,3,['cupboard'],[3],validation,cupboard,open
P02_12_278,P02,P02_12,00:17:02.900,00:16:59.32,00:17:03.06,61159,61383,get tray,get,0,tray,35,['tray'],[35],validation,tray,take
P02_12_279,P02,P02_12,00:17:05.059,00:17:03.78,00:17:05.08,61426,61504,remove bags,remove,12,bag,19,['bag'],[19],validation,bag,remove
P02_12_28,P02,P02_12,00:01:16.430,00:01:14.55,00:01:17.32,4473,4639,scoop yoghurt,scoop,16,yoghurt,98,['yoghurt'],[98],validation,yoghurt,scoop
P02_12_280,P02,P02_12,00:17:08.769,00:17:08.09,00:17:09.27,61685,61756,pick up tray,pick-up,0,tray,35,['tray'],[35],validation,tray,take
P02_12_281,P02,P02_12,00:17:11.499,00:17:10.69,00:17:11.92,61841,61915,put tray,put,1,tray,35,['tray'],[35],validation,tray,put
P02_12_282,P02,P02_12,00:17:09.870,00:17:10.76,00:17:12.85,61845,61970,put tray,put,1,tray,35,['tray'],[35],validation,tray,put
P02_12_283,P02,P02_12,00:17:13.419,00:17:12.26,00:17:13.01,61935,61980,pick up plate,pick-up,0,plate,2,['plate'],[2],validation,plate,take
P02_12_284,P02,P02_12,00:17:15.230,00:17:13.11,00:17:14.36,61986,62061,pour oil,pour,9,oil,31,['oil'],[31],validation,oil,pour
P02_12_285,P02,P02_12,00:17:17.990,00:17:17.56,00:17:18.53,62253,62311,pick up olive oil bottle,pick-up,0,bottle:oil,15,['bottle:oil'],[15],validation,bottle,take
P02_12_286,P02,P02_12,00:17:19.639,00:17:18.31,00:17:19.85,62298,62390,pour oil on tray,pour-on,9,oil,31,"['oil', 'tray']","[31, 35]",validation,oil,pour
P02_12_287,P02,P02_12,00:17:22.679,00:17:21.41,00:17:28.91,62484,62934,spread oil in tray,spread-in,27,oil,31,"['oil', 'tray']","[31, 35]",validation,oil,apply
P02_12_288,P02,P02_12,00:17:30.899,00:17:29.26,00:17:31.51,62955,63090,pick up dough half dough,pick-up,0,dough,25,"['dough', 'dough:half']","[25, 25]",validation,dough,take
P02_12_289,P02,P02_12,00:17:32.860,00:17:32.31,00:17:36.09,63138,63365,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_29,P02,P02_12,00:01:17.930,00:01:17.25,00:01:20.20,4635,4812,put yoghurt,put,1,yoghurt,98,['yoghurt'],[98],validation,yoghurt,put
P02_12_290,P02,P02_12,00:17:37.950,00:17:35.97,00:17:46.52,63358,63991,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_291,P02,P02_12,00:17:46.259,00:17:45.75,00:17:46.75,63945,64005,put ball of dough,put-of,1,ball:dough,25,['ball:dough'],[25],validation,dough,put
P02_12_292,P02,P02_12,00:17:48.259,00:17:47.09,00:17:47.84,64025,64070,pick up ball of dough,pick-up,0,ball:dough,25,['ball:dough'],[25],validation,dough,take
P02_12_293,P02,P02_12,,00:17:47.56,00:17:50.75,64053,64245,roll,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_294,P02,P02_12,00:17:49.350,00:17:48.04,00:17:51.09,64082,64265,knead ball of dough,knead,51,ball:dough,25,['ball:dough'],[25],validation,dough,knead
P02_12_295,P02,P02_12,00:17:58.139,00:17:57.54,00:18:00.40,64652,64824,roll ball of dough,roll,47,ball:dough,25,['ball:dough'],[25],validation,dough,roll
P02_12_296,P02,P02_12,00:18:00.620,00:18:00.39,00:18:01.64,64823,64898,put ball of dough on tray,put-on,1,ball:dough,25,"['ball:dough', 'tray']","[25, 35]",validation,dough,put
P02_12_297,P02,P02_12,00:18:03.389,00:18:02.99,00:18:03.99,64979,65039,open drawer,open,3,drawer,8,['drawer'],[8],validation,drawer,open
P02_12_298,P02,P02_12,00:18:05.529,00:18:04.34,00:18:05.67,65060,65140,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],validation,spoon,take
P02_12_299,P02,P02_12,00:18:08.539,00:18:07.44,00:18:08.45,65246,65307,pick up olive oil bottle,pick-up,0,bottle:oil,15,['bottle:oil'],[15],validation,bottle,take
P02_12_3,P02,P02_12,00:00:07.460,00:00:07.15,00:00:08.90,429,534,pick up herb,pick-up,0,herb,62,['herb'],[62],validation,leaf,take
P02_12_30,P02,P02_12,00:01:21.229,00:01:20.48,00:01:21.55,4828,4893,put spoon,put,1,spoon,1,['spoon'],[1],validation,spoon,put
P02_12_300,P02,P02_12,00:18:11.009,00:18:08.79,00:18:12.04,65327,65522,pour olive oil in plate,pour-in,9,oil:olive,31,"['oil:olive', 'plate']","[31, 2]",validation,oil,pour
